OID_,ID,VTD,COUNTY,STATE,NAME,POPULATION,PSN,CountyName,Reg_Voters,PresBlue,PresRed,PresOther,SenBlue,SenRed,SenOther,Pct_Area,Pct_Perim,Cong2011,Sen2011,House2011,Cong2021,Sen2021,House2021,Shape_Leng,Shape_Area,SenPlan,HousePlan,HouseDrft2,CongDraft,CongRuoff,CongDrft2H,CongDrft3H
1672,1179423.000000000000000,45045000359,45045,45,MOORE CREEK,5570,1081.000000000000000,GREENVILLE,4095.000000000000000,1494.000000000000000,1600.000000000000000,61.000000000000000,1536.000000000000000,1571.000000000000000,50.000000000000000,9.393075161880001,14.213624803700000,3,9,28,3,9,28,0.145655022364000,0.000924372517622,9,28,28,4,3,3,4
1673,1179443.000000000000000,45045000266,45045,45,GROVE,3512,1060.000000000000000,GREENVILLE,1912.000000000000000,667.000000000000000,482.000000000000000,15.000000000000000,681.000000000000000,476.000000000000000,12.000000000000000,18.200090387700001,20.138491851100000,3,7,25,4,7,25,0.201011933387000,0.001792075974130,7,25,25,4,4,3,4
1674,1179464.000000000000000,45045000345,45045,45,MT. PLEASANT,4058,1084.000000000000000,GREENVILLE,1834.000000000000000,823.000000000000000,241.000000000000000,13.000000000000000,844.000000000000000,217.000000000000000,9.000000000000000,8.118039908689999,11.129487349900000,3,7,25,4,7,25,0.107714180363000,0.000799346068344,7,25,25,4,4,4,4
1675,1179482.000000000000000,45045000234,45045,45,BELLE MEADE,2797,1001.000000000000000,GREENVILLE,1892.000000000000000,1036.000000000000000,81.000000000000000,12.000000000000000,2106.000000000000000,140.000000000000000,10.000000000000000,3.566049978920000,8.606226174590001,4,7,25,4,7,25,0.089956710607200,0.000351224358445,7,25,25,4,4,4,4
1676,1179504.000000000000000,45045000305,45045,45,ROYAL OAKS,2245,1104.000000000000000,GREENVILLE,1611.000000000000000,841.000000000000000,151.000000000000000,8.000000000000000,852.000000000000000,135.000000000000000,10.000000000000000,2.839245161220000,8.250674328860001,4,7,25,4,7,25,0.083280587280200,0.000279604704114,7,25,25,4,4,4,4
1677,1179521.000000000000000,45045000339,45045,45,WELCOME,4589,1141.000000000000000,GREENVILLE,2330.000000000000000,710.000000000000000,523.000000000000000,18.000000000000000,740.000000000000000,490.000000000000000,22.000000000000000,3.501016569560000,7.932336324030000,4,7,24,4,7,25,0.078612437952200,0.000344985306957,7,10,10,4,4,4,4
1678,1179541.000000000000000,45045000243,45045,45,CHESTNUT HILLS,3090,1012.000000000000000,GREENVILLE,1946.000000000000000,631.000000000000000,528.000000000000000,21.000000000000000,638.000000000000000,520.000000000000000,16.000000000000000,4.179997484420000,8.957281653620001,4,7,24,4,7,24,0.088272493739300,0.000411830685477,7,23,23,4,4,4,4
1679,1179561.000000000000000,45045000230,45045,45,AIKEN,2882,996.000000000000000,GREENVILLE,1224.000000000000000,424.000000000000000,286.000000000000000,13.000000000000000,446.000000000000000,262.000000000000000,14.000000000000000,2.320578532890000,6.750401951060000,4,7,10,4,7,23,0.065830170006000,0.000228717910872,7,23,23,4,4,4,4
1680,1179582.000000000000000,45045000207,45045,45,GREENVILLE 7,4509,1058.000000000000000,GREENVILLE,2619.000000000000000,1133.000000000000000,388.000000000000000,34.000000000000000,1152.000000000000000,389.000000000000000,16.000000000000000,2.888041555390000,8.507888537650000,4,7,23,4,7,23,0.086624378171500,0.000284645669374,7,23,23,4,4,4,4
1681,1179601.000000000000000,45045000208,45045,45,GREENVILLE 8,4567,1059.000000000000000,GREENVILLE,3505.000000000000000,1590.000000000000000,640.000000000000000,48.000000000000000,1614.000000000000000,659.000000000000000,15.000000000000000,4.095772768440000,9.028952102850001,4,7,23,4,7,23,0.090749443921100,0.000403635104174,7,23,23,4,4,4,4
1682,1179621.000000000000000,45045000206,45045,45,GREENVILLE 6,1326,1057.000000000000000,GREENVILLE,669.000000000000000,246.000000000000000,49.000000000000000,6.000000000000000,252.000000000000000,48.000000000000000,2.000000000000000,2.090377571000000,8.146071541080000,4,7,23,4,7,23,0.079977960511500,0.000206055170331,7,23,23,4,4,4,4
1683,1179642.000000000000000,45045000318,45045,45,SOUTHSIDE,3356,1117.000000000000000,GREENVILLE,2358.000000000000000,961.000000000000000,750.000000000000000,20.000000000000000,935.000000000000000,792.000000000000000,8.000000000000000,6.723557346530000,11.493701664500000,4,7,25,4,7,25,0.116191235972000,0.000662331682017,7,25,25,4,4,4,4
1684,1179663.000000000000000,45045000216,45045,45,GREENVILLE 16,2502,1040.000000000000000,GREENVILLE,2179.000000000000000,747.000000000000000,844.000000000000000,40.000000000000000,713.000000000000000,916.000000000000000,12.000000000000000,2.477376972620000,6.984526279400000,4,8,24,4,8,24,0.070022779369600,0.000244104659804,8,24,24,4,4,4,4
1685,1179684.000000000000000,45045000219,45045,45,GREENVILLE 19,3488,1043.000000000000000,GREENVILLE,2449.000000000000000,1189.000000000000000,277.000000000000000,31.000000000000000,1217.000000000000000,272.000000000000000,10.000000000000000,3.680411459710000,10.152532225300000,4,7,25,4,7,25,0.101465492766000,0.000362555034195,7,25,25,4,4,4,4
1686,1179705.000000000000000,45045000218,45045,45,GREENVILLE 18,2136,1042.000000000000000,GREENVILLE,1544.000000000000000,512.000000000000000,755.000000000000000,22.000000000000000,481.000000000000000,805.000000000000000,10.000000000000000,1.468763932110000,7.043375355950000,4,8,24,4,8,24,0.070278945606400,0.000144709169178,8,24,24,4,4,4,4
1687,1301006.000000000000000,45045000322,45045,45,STONEHAVEN,2677,1122.000000000000000,GREENVILLE,2136.000000000000000,608.000000000000000,1031.000000000000000,23.000000000000000,599.000000000000000,1054.000000000000000,14.000000000000000,2.863819322930000,7.669891157340000,4,12,21,4,8,62,0.077104502109000,0.000282128735093,8,21,21,4,4,4,4
1688,1301024.000000000000000,45045000232,45045,45,ASHETON LAKES,4068,998.000000000000000,GREENVILLE,3384.000000000000000,873.000000000000000,1741.000000000000000,42.000000000000000,844.000000000000000,1797.000000000000000,20.000000000000000,6.450536457480000,11.836459399000001,4,12,21,4,5,21,0.122620553683000,0.000635537307731,8,21,21,4,4,4,4
1689,1301045.000000000000000,45045000289,45045,45,OAKVIEW,3861,1087.000000000000000,GREENVILLE,3144.000000000000000,862.000000000000000,1560.000000000000000,36.000000000000000,834.000000000000000,1604.000000000000000,31.000000000000000,6.865728049530000,13.498181691099999,4,12,21,4,5,21,0.136415995224000,0.000676585554629,12,21,21,4,4,4,4
1690,1301066.000000000000000,45045000294,45045,45,PELHAM FALLS,1570,1092.000000000000000,GREENVILLE,1163.000000000000000,304.000000000000000,599.000000000000000,20.000000000000000,300.000000000000000,616.000000000000000,11.000000000000000,6.677261030750000,16.656397615400000,4,12,21,4,5,21,0.168623588206000,0.000658179275746,12,21,21,4,4,4,4
1691,1301090.000000000000000,45045000363,45045,45,SPARROWS POINT,3721,1118.000000000000000,GREENVILLE,2657.000000000000000,759.000000000000000,1164.000000000000000,30.000000000000000,753.000000000000000,1173.000000000000000,28.000000000000000,4.236906028570000,9.941789526950000,4,12,21,4,5,62,0.100200930368000,0.000417379180011,13,35,35,4,4,4,4
1692,1301110.000000000000000,45045000244,45045,45,CIRCLE CREEK,4410,1013.000000000000000,GREENVILLE,3146.000000000000000,882.000000000000000,1558.000000000000000,52.000000000000000,874.000000000000000,1585.000000000000000,31.000000000000000,12.418984110000000,21.009946955800000,4,12,35,4,5,35,0.208915773685000,0.001223618861260,13,35,35,4,4,4,4
1693,1301133.000000000000000,45083000061,45083,45,Pelham Fire Station,3298,2029.000000000000000,SPARTANBURG,2275.000000000000000,623.000000000000000,1125.000000000000000,42.000000000000000,627.000000000000000,1137.000000000000000,22.000000000000000,10.719168311800001,18.412475232100000,4,12,35,4,13,35,0.178956053802000,0.001056623890340,12,35,35,4,4,4,4
1694,1301152.000000000000000,45059000018,45059,45,JONES,2938,1438.000000000000000,LAURENS,1734.000000000000000,454.000000000000000,732.000000000000000,17.000000000000000,466.000000000000000,717.000000000000000,23.000000000000000,27.363782330900001,25.913381446999999,3,9,16,3,9,16,0.254870483045000,0.002691163693010,9,16,16,3,3,3,3
1695,1301171.000000000000000,45059000019,45059,45,OWINGS,1293,1452.000000000000000,LAURENS,817.000000000000000,172.000000000000000,409.000000000000000,3.000000000000000,172.000000000000000,398.000000000000000,8.000000000000000,34.763873463199999,30.283778837000000,3,9,16,3,9,16,0.299454168386000,0.003417848496180,9,16,16,3,3,3,3
1696,1301191.000000000000000,45059000022,45059,45,COOKS,4556,1431.000000000000000,LAURENS,2800.000000000000000,661.000000000000000,1180.000000000000000,19.000000000000000,692.000000000000000,1129.000000000000000,41.000000000000000,53.721210212800003,46.181531782400000,3,9,16,3,9,16,0.452535623409000,0.005286805180850,9,16,16,3,3,3,3
1697,1301212.000000000000000,45059000023,45059,45,YOUNGS,2036,1456.000000000000000,LAURENS,1266.000000000000000,176.000000000000000,741.000000000000000,7.000000000000000,190.000000000000000,718.000000000000000,15.000000000000000,61.879035074400001,54.710523905599999,3,9,16,3,9,16,0.545579774413000,0.006087005396100,9,16,16,3,3,3,3
1698,1301231.000000000000000,45045000337,45045,45,WALNUT SPRINGS,8550,1139.000000000000000,GREENVILLE,5776.000000000000000,1564.000000000000000,2877.000000000000000,97.000000000000000,1615.000000000000000,2863.000000000000000,64.000000000000000,29.819452903199998,27.785161858399999,3,13,35,4,13,16,0.269662362260000,0.002936094088850,13,16,16,3,4,3,3
1699,1301253.000000000000000,45083000064,45083,45,Reidville Elementary,4379,2033.000000000000000,SPARTANBURG,3472.000000000000000,665.000000000000000,1906.000000000000000,44.000000000000000,676.000000000000000,1907.000000000000000,36.000000000000000,42.952303907900003,31.781074406399998,4,12,35,4,13,35,0.326558147344000,0.004232692532020,13,35,35,4,4,4,4
1700,1301273.000000000000000,45083000027,45083,45,Woodruff Fire Station,1977,2053.000000000000000,SPARTANBURG,1328.000000000000000,166.000000000000000,797.000000000000000,12.000000000000000,174.000000000000000,765.000000000000000,35.000000000000000,54.272422840700003,44.915516689400000,4,13,35,4,13,35,0.453751048269000,0.005345281382010,13,35,35,4,4,4,4
1701,1301295.000000000000000,45083000117,45083,45,Bethany Wesleyan,4245,1966.000000000000000,SPARTANBURG,3167.000000000000000,752.000000000000000,1558.000000000000000,33.000000000000000,764.000000000000000,1547.000000000000000,31.000000000000000,33.210990862300001,32.429014771900000,4,12,35,4,13,35,0.328951474384000,0.003273148800800,13,34,34,4,4,4,4
1702,1301318.000000000000000,45045000249,45045,45,DEVENGER,2313,1018.000000000000000,GREENVILLE,1959.000000000000000,507.000000000000000,1009.000000000000000,37.000000000000000,499.000000000000000,1050.000000000000000,15.000000000000000,2.334526110830000,6.561042595770000,4,8,20,4,6,20,0.066771329218600,0.000230148574957,6,22,22,4,4,4,4
1703,1301338.000000000000000,45045000248,45045,45,DEL NORTE,3455,1017.000000000000000,GREENVILLE,2615.000000000000000,728.000000000000000,948.000000000000000,35.000000000000000,745.000000000000000,944.000000000000000,24.000000000000000,2.583489075400000,7.065585888880000,4,8,20,4,6,20,0.070852990441900,0.000254735709194,6,20,20,4,4,4,4
1704,1301360.000000000000000,45045000238,45045,45,BOILING SPRINGS,2750,1005.000000000000000,GREENVILLE,2279.000000000000000,612.000000000000000,1041.000000000000000,41.000000000000000,610.000000000000000,1077.000000000000000,14.000000000000000,2.346014941380000,8.313202778650000,4,8,20,4,6,20,0.080333265353600,0.000231306273481,6,22,22,4,4,4,4
1705,1301380.000000000000000,45045000253,45045,45,EASTSIDE,3795,1022.000000000000000,GREENVILLE,2618.000000000000000,676.000000000000000,1167.000000000000000,36.000000000000000,701.000000000000000,1158.000000000000000,20.000000000000000,3.008809518210000,8.087019037030000,4,6,20,4,6,20,0.080179826589300,0.000296737476021,6,20,20,4,4,4,4
1706,1301401.000000000000000,45045000328,45045,45,TAYLORS,3650,1128.000000000000000,GREENVILLE,2435.000000000000000,641.000000000000000,766.000000000000000,43.000000000000000,669.000000000000000,768.000000000000000,23.000000000000000,6.335356092900000,12.603486954299999,4,5,18,4,5,18,0.126884231026000,0.000624960107115,5,18,18,4,4,4,4
1707,1301425.000000000000000,45045000329,45045,45,THORNBLADE,5118,1129.000000000000000,GREENVILLE,3629.000000000000000,898.000000000000000,1430.000000000000000,38.000000000000000,887.000000000000000,1450.000000000000000,22.000000000000000,4.818741104770000,11.330842337500000,4,12,21,4,6,21,0.114756106919000,0.000475061233642,12,21,21,4,4,4,4
1708,1301445.000000000000000,45045000324,45045,45,SUGAR CREEK,2958,1124.000000000000000,GREENVILLE,2383.000000000000000,594.000000000000000,1250.000000000000000,40.000000000000000,570.000000000000000,1302.000000000000000,19.000000000000000,2.604950917110000,7.977694099260000,4,12,21,4,5,21,0.078888320857800,0.000256857226089,6,21,21,4,4,4,4
1709,1301462.000000000000000,45045000241,45045,45,CANEBRAKE,3597,1009.000000000000000,GREENVILLE,3033.000000000000000,839.000000000000000,1410.000000000000000,50.000000000000000,828.000000000000000,1455.000000000000000,23.000000000000000,3.531891011000000,11.797717678600000,4,12,21,4,5,21,0.117534193845000,0.000348243706911,12,21,21,4,4,4,4
1710,1301483.000000000000000,45045000309,45045,45,SILVERLEAF,2967,1108.000000000000000,GREENVILLE,2429.000000000000000,642.000000000000000,1160.000000000000000,36.000000000000000,637.000000000000000,1192.000000000000000,16.000000000000000,3.785076132390000,9.483255891410000,4,6,21,4,5,21,0.096978965363700,0.000373287452371,6,21,21,4,4,4,4
1711,1301505.000000000000000,45045000362,45045,45,RIVERSIDE,4074,1099.000000000000000,GREENVILLE,2690.000000000000000,837.000000000000000,1015.000000000000000,36.000000000000000,855.000000000000000,1007.000000000000000,28.000000000000000,3.580159388520000,9.727743161379999,4,5,18,4,5,21,0.095450087620400,0.000353105251880,6,21,21,4,4,4,4
1712,1301523.000000000000000,45045000323,45045,45,SUBER MILL,5075,1123.000000000000000,GREENVILLE,3318.000000000000000,930.000000000000000,1500.000000000000000,59.000000000000000,962.000000000000000,1514.000000000000000,18.000000000000000,9.029571712750000,15.744681729400000,4,5,18,4,5,18,0.153931532202000,0.000890757806867,5,18,18,4,4,4,4
1713,1301545.000000000000000,45045000321,45045,45,STONE VALLEY,3525,1121.000000000000000,GREENVILLE,2616.000000000000000,609.000000000000000,969.000000000000000,53.000000000000000,639.000000000000000,961.000000000000000,28.000000000000000,5.784586777650000,10.307542853099999,4,5,18,4,5,20,0.104896172388000,0.000570735765444,5,18,18,4,4,4,4
1714,1301565.000000000000000,45045000271,45045,45,LAUREL RIDGE,3436,1066.000000000000000,GREENVILLE,2570.000000000000000,576.000000000000000,1292.000000000000000,34.000000000000000,611.000000000000000,1269.000000000000000,26.000000000000000,8.512656350880000,14.032757171300000,4,5,18,4,5,18,0.137730931843000,0.000840050985909,5,18,18,4,4,4,4
1715,1301585.000000000000000,45045000245,45045,45,CLEAR CREEK,2355,1014.000000000000000,GREENVILLE,1805.000000000000000,296.000000000000000,1076.000000000000000,35.000000000000000,309.000000000000000,1066.000000000000000,37.000000000000000,8.392288329050000,16.019688307500001,4,5,18,4,5,18,0.162458792344000,0.000828323146725,5,18,18,4,4,4,4
1716,1301607.000000000000000,45045000357,45045,45,LOCUST HILL,2122,1068.000000000000000,GREENVILLE,1653.000000000000000,246.000000000000000,985.000000000000000,17.000000000000000,242.000000000000000,999.000000000000000,14.000000000000000,6.170928895040000,11.977040254200000,4,5,18,4,5,18,0.116516775505000,0.000608975163217,5,18,18,4,4,4,4
1717,1301627.000000000000000,45045000350,45045,45,FROHAWK,2213,1031.000000000000000,GREENVILLE,1717.000000000000000,312.000000000000000,974.000000000000000,24.000000000000000,326.000000000000000,971.000000000000000,14.000000000000000,5.984061217030000,13.135488153200001,4,5,18,4,5,18,0.131019329908000,0.000590584085397,5,18,18,4,4,4,4
1718,1301648.000000000000000,45045000351,45045,45,GRANITE CREEK,4167,1034.000000000000000,GREENVILLE,3028.000000000000000,888.000000000000000,1387.000000000000000,41.000000000000000,907.000000000000000,1375.000000000000000,31.000000000000000,10.127783601100001,16.194595932700000,4,12,21,4,5,21,0.156063545273000,0.000998715926898,12,21,21,4,4,4,4
1719,1218309.000000000000000,45045000221,45045,45,GREENVILLE 21,1793,1045.000000000000000,GREENVILLE,1652.000000000000000,581.000000000000000,525.000000000000000,34.000000000000000,568.000000000000000,570.000000000000000,5.000000000000000,1.005237781340000,5.616944068660000,4,8,24,4,8,24,0.057725233917200,0.000099050852390,8,24,24,4,4,4,4
1720,1218328.000000000000000,45045000205,45045,45,GREENVILLE 5,3722,1056.000000000000000,GREENVILLE,3230.000000000000000,1334.000000000000000,688.000000000000000,61.000000000000000,1368.000000000000000,693.000000000000000,25.000000000000000,2.764153481260000,8.166718104679999,4,7,23,4,7,22,0.082085008458400,0.000272467819729,7,23,23,4,4,4,4
1721,1218350.000000000000000,45045000217,45045,45,GREENVILLE 17,2107,1041.000000000000000,GREENVILLE,1870.000000000000000,592.000000000000000,777.000000000000000,29.000000000000000,565.000000000000000,839.000000000000000,4.000000000000000,1.883540636650000,6.022993022990000,4,8,24,4,8,24,0.059982503385900,0.000185610527332,8,24,24,4,4,4,4
1722,1218367.000000000000000,45045000210,45045,45,GREENVILLE 10,4258,1038.000000000000000,GREENVILLE,3010.000000000000000,1192.000000000000000,735.000000000000000,48.000000000000000,1188.000000000000000,762.000000000000000,25.000000000000000,3.250226258120000,9.151700845590000,4,7,23,4,7,23,0.092020065493400,0.000320339747067,7,23,23,4,4,4,4
1723,1218387.000000000000000,45045000250,45045,45,DONALDSON,2250,1019.000000000000000,GREENVILLE,1216.000000000000000,639.000000000000000,220.000000000000000,11.000000000000000,652.000000000000000,203.000000000000000,11.000000000000000,25.207868223399998,22.657352089800000,4,7,25,4,7,25,0.228339047140000,0.002481384849920,7,25,25,4,4,4,4
1724,1218412.000000000000000,45045000236,45045,45,BELMONT,1623,1003.000000000000000,GREENVILLE,1009.000000000000000,410.000000000000000,211.000000000000000,11.000000000000000,416.000000000000000,206.000000000000000,11.000000000000000,3.695318387680000,9.603688856330001,4,7,25,4,7,25,0.094876990047300,0.000363948605836,7,25,25,4,4,4,4
1725,1218433.000000000000000,45045000246,45045,45,CONESTEE,3467,1015.000000000000000,GREENVILLE,2528.000000000000000,841.000000000000000,852.000000000000000,38.000000000000000,870.000000000000000,837.000000000000000,20.000000000000000,8.815012839950001,15.716492488600000,4,7,28,4,7,62,0.155461710188000,0.000867928199356,7,28,28,4,4,4,4
1726,1218454.000000000000000,45045000361,45045,45,RANCH CREEK,4300,1097.000000000000000,GREENVILLE,2960.000000000000000,1265.000000000000000,858.000000000000000,37.000000000000000,1302.000000000000000,841.000000000000000,22.000000000000000,9.525475729689999,14.283769697600000,4,7,28,4,7,62,0.143293171944000,0.000937659328001,7,28,28,4,4,4,4
1727,1218478.000000000000000,45045000229,45045,45,GREENVILLE 29,3740,1053.000000000000000,GREENVILLE,2213.000000000000000,1013.000000000000000,285.000000000000000,26.000000000000000,1045.000000000000000,261.000000000000000,20.000000000000000,10.309255825399999,16.662563583400001,4,7,25,4,7,25,0.163388960626000,0.001015435540700,7,25,25,4,4,4,4
1728,1218502.000000000000000,45045000278,45045,45,MAULDIN 3,3409,1074.000000000000000,GREENVILLE,2631.000000000000000,1043.000000000000000,712.000000000000000,28.000000000000000,1077.000000000000000,686.000000000000000,17.000000000000000,3.355562994440000,9.806416550360000,4,7,27,4,7,62,0.096598555012000,0.000330417565372,7,27,27,4,4,4,4
1729,1218521.000000000000000,45045000276,45045,45,MAULDIN 1,2970,1072.000000000000000,GREENVILLE,2215.000000000000000,746.000000000000000,726.000000000000000,38.000000000000000,775.000000000000000,716.000000000000000,22.000000000000000,5.463136432600000,12.366277159099999,4,7,24,4,7,25,0.123794560230000,0.000538058753066,7,24,24,4,4,4,4
1730,1218541.000000000000000,45045000220,45045,45,GREENVILLE 20,1610,1044.000000000000000,GREENVILLE,1319.000000000000000,478.000000000000000,581.000000000000000,17.000000000000000,442.000000000000000,635.000000000000000,3.000000000000000,2.008988268060000,6.441516153350000,4,8,24,4,8,24,0.063386515758900,0.000197929258255,8,24,24,4,4,4,4
1731,1218560.000000000000000,45045000223,45045,45,GREENVILLE 23,2783,1047.000000000000000,GREENVILLE,2142.000000000000000,548.000000000000000,1156.000000000000000,22.000000000000000,516.000000000000000,1212.000000000000000,9.000000000000000,5.719735355120000,11.928808344300000,4,8,24,4,8,24,0.119420745465000,0.000563520007823,8,24,24,4,4,4,4
1732,1218582.000000000000000,45045000222,45045,45,GREENVILLE 22,3046,1046.000000000000000,GREENVILLE,2477.000000000000000,691.000000000000000,1115.000000000000000,54.000000000000000,679.000000000000000,1163.000000000000000,22.000000000000000,3.235072316770000,7.972792456550000,4,8,24,4,8,24,0.078751602208200,0.000318786224423,8,24,24,4,4,4,4
1733,1218598.000000000000000,45045000214,45045,45,GREENVILLE 14,2879,1039.000000000000000,GREENVILLE,1950.000000000000000,1021.000000000000000,108.000000000000000,15.000000000000000,1039.000000000000000,102.000000000000000,5.000000000000000,2.596136153540000,7.515952905520000,4,7,23,4,7,23,0.075012149763200,0.000255845142252,7,23,23,4,4,4,4
1734,1218618.000000000000000,45045000226,45045,45,GREENVILLE 26,3075,1050.000000000000000,GREENVILLE,2082.000000000000000,899.000000000000000,407.000000000000000,39.000000000000000,914.000000000000000,410.000000000000000,25.000000000000000,3.233021800190000,8.736545754600000,4,7,23,4,7,22,0.086786163839300,0.000318675595810,7,23,23,4,4,4,4
1735,1218639.000000000000000,45045000228,45045,45,GREENVILLE 28,1588,1052.000000000000000,GREENVILLE,1294.000000000000000,392.000000000000000,271.000000000000000,21.000000000000000,406.000000000000000,264.000000000000000,14.000000000000000,1.069189480120000,4.343236176290000,4,7,23,4,7,22,0.042693615847500,0.000105397313352,7,23,23,4,4,4,4
1736,1218656.000000000000000,45045000225,45045,45,GREENVILLE 25,3400,1049.000000000000000,GREENVILLE,2240.000000000000000,578.000000000000000,495.000000000000000,34.000000000000000,612.000000000000000,479.000000000000000,17.000000000000000,1.603649157010000,6.163607790520000,4,6,23,4,8,24,0.062761518547700,0.000158083198997,6,23,23,4,4,4,4
1737,1218676.000000000000000,45045000224,45045,45,GREENVILLE 24,7307,1048.000000000000000,GREENVILLE,5009.000000000000000,1613.000000000000000,1429.000000000000000,58.000000000000000,1627.000000000000000,1443.000000000000000,29.000000000000000,14.449285802600000,15.962012093600000,4,8,24,4,8,24,0.161176489224000,0.001423945622640,8,24,24,4,4,4,4
1738,1218700.000000000000000,45077000149,45077,45,Vinland,1591,1784.000000000000000,PICKENS,1122.000000000000000,102.000000000000000,713.000000000000000,5.000000000000000,107.000000000000000,700.000000000000000,15.000000000000000,14.134673633800000,24.746090502600001,3,2,5,3,2,10,0.249515489131000,0.001393575768090,2,5,5,3,3,3,3
1739,1218720.000000000000000,45077000151,45077,45,Dacusville,1689,1740.000000000000000,PICKENS,1125.000000000000000,111.000000000000000,713.000000000000000,7.000000000000000,118.000000000000000,702.000000000000000,15.000000000000000,29.135085430400000,33.318422560899997,3,2,4,3,2,4,0.337204686267000,0.002874082260460,2,4,4,3,3,3,3
1740,1218740.000000000000000,45045000306,45045,45,SALUDA,2296,1105.000000000000000,GREENVILLE,1563.000000000000000,478.000000000000000,658.000000000000000,22.000000000000000,490.000000000000000,647.000000000000000,23.000000000000000,6.735071950940000,12.252655231400000,4,6,19,4,6,19,0.121273992899000,0.000664076446377,2,19,19,4,4,4,4
1741,1218757.000000000000000,45045000325,45045,45,SULPHUR SPRINGS,4421,1125.000000000000000,GREENVILLE,2397.000000000000000,544.000000000000000,1129.000000000000000,40.000000000000000,566.000000000000000,1116.000000000000000,24.000000000000000,21.251987601900002,26.859484893800001,4,6,19,4,6,19,0.265265559145000,0.002096268017300,6,19,19,4,4,4,4
1742,1218777.000000000000000,45045000237,45045,45,BEREA,3443,1004.000000000000000,GREENVILLE,1489.000000000000000,463.000000000000000,466.000000000000000,13.000000000000000,477.000000000000000,454.000000000000000,11.000000000000000,3.985135832590000,9.373267149529999,4,6,19,4,6,23,0.093715743285300,0.000392938253995,2,19,19,4,4,4,4
1743,1218798.000000000000000,45045000262,45045,45,FURMAN,5893,1032.000000000000000,GREENVILLE,2953.000000000000000,820.000000000000000,1349.000000000000000,38.000000000000000,820.000000000000000,1371.000000000000000,17.000000000000000,12.758956920899999,20.548411985200001,4,6,19,3,6,19,0.205637805426000,0.001258754308670,6,19,19,4,4,4,4
1744,1218819.000000000000000,45045000254,45045,45,EBENEZER,3543,1023.000000000000000,GREENVILLE,2309.000000000000000,362.000000000000000,1370.000000000000000,25.000000000000000,375.000000000000000,1360.000000000000000,26.000000000000000,34.975678881100002,40.732390882200001,4,6,17,3,6,17,0.402096624610000,0.003452125380720,6,17,17,4,4,4,4
1745,1218841.000000000000000,45045000366,45045,45,TRAVELERS REST 2,2619,1134.000000000000000,GREENVILLE,1716.000000000000000,350.000000000000000,896.000000000000000,26.000000000000000,373.000000000000000,870.000000000000000,29.000000000000000,8.085176611870001,12.187493901600000,4,6,17,3,6,17,0.122162725805000,0.000798107193712,6,17,17,4,4,4,4
1746,1218858.000000000000000,45045000317,45045,45,SLATER MARIETTA,5430,1116.000000000000000,GREENVILLE,3066.000000000000000,366.000000000000000,1767.000000000000000,49.000000000000000,399.000000000000000,1725.000000000000000,53.000000000000000,100.010201331999994,68.772467121999995,4,5,17,3,2,17,0.692189558420000,0.009878807512960,5,17,17,4,3,4,4
1747,1218879.000000000000000,45045000269,45045,45,JENNINGS MILL,2193,1063.000000000000000,GREENVILLE,1917.000000000000000,429.000000000000000,1012.000000000000000,22.000000000000000,410.000000000000000,1027.000000000000000,25.000000000000000,231.773515745999987,118.997887821000006,4,5,17,3,2,17,1.207991382210000,0.022916882598300,5,17,17,4,3,4,4
1748,1218898.000000000000000,45045000284,45045,45,MONAVIEW,5928,1080.000000000000000,GREENVILLE,2379.000000000000000,610.000000000000000,591.000000000000000,45.000000000000000,644.000000000000000,574.000000000000000,24.000000000000000,4.286557404740000,9.480872025380000,4,6,19,4,6,23,0.094946467216800,0.000422607710319,7,19,19,4,4,4,4
1749,1218916.000000000000000,45045000270,45045,45,LAKEVIEW,5479,1065.000000000000000,GREENVILLE,2770.000000000000000,877.000000000000000,789.000000000000000,49.000000000000000,920.000000000000000,769.000000000000000,24.000000000000000,5.438222482330000,9.878360180660000,4,7,19,4,7,23,0.099604907788800,0.000536224249024,6,19,19,4,4,4,4
1750,1218938.000000000000000,45045000256,45045,45,ENOREE,4688,1025.000000000000000,GREENVILLE,3307.000000000000000,1012.000000000000000,1377.000000000000000,47.000000000000000,1040.000000000000000,1348.000000000000000,49.000000000000000,5.609819103150000,9.964990002430000,4,6,19,4,6,19,0.098628102831700,0.000553303126234,6,19,19,4,4,4,4
1751,2251352.000000000000000,45025000021,45025,45,Patrick,1073,671.000000000000000,CHESTERFIELD,726.000000000000000,161.000000000000000,318.000000000000000,4.000000000000000,179.000000000000000,290.000000000000000,12.000000000000000,144.773160730000001,56.828366608300001,7,27,53,5,27,53,0.573334401169000,0.014224216845100,27,53,53,7,5,7,7
1752,2251373.000000000000000,45041000061,45041,45,Timmonsville 2,2017,958.000000000000000,FLORENCE,1277.000000000000000,401.000000000000000,446.000000000000000,4.000000000000000,411.000000000000000,434.000000000000000,8.000000000000000,53.178006411200002,32.365722126500003,7,36,60,7,31,60,0.318806040101000,0.005196175315460,31,62,62,7,7,7,7
1753,2251395.000000000000000,45041000060,45041,45,Timmonsville 1,2145,957.000000000000000,FLORENCE,1546.000000000000000,778.000000000000000,207.000000000000000,10.000000000000000,792.000000000000000,197.000000000000000,8.000000000000000,20.149740187599999,21.721695375600000,7,36,60,7,31,60,0.217914398691000,0.001969751985990,31,62,62,7,7,7,7
